Row.ID,Order.ID,Customer.Name,Order.Date,Order.Priority,Order.Quantity,Sales,Discount,Ship.Mode,Profit,Unit.Price,Shipping.Cost,Region,Customer.Segment,Product.Category,Product.Container,Product.Base.Margin,Ship.Date,Return.Status
2635,16999,Stuart Calhoun,19-01-2009,Critical,18,3568.45,0.09,Regular Air,1081.62,207.48,0.99,Ontario,Consumer,Office Supplies,Small Box,0.55,21-01-2009,0
2636,17091,Kean Nguyen,21-07-2012,Medium,45,2604.315,0,Regular Air,750.87,65.99,5.26,Ontario,Small Business,Technology,Small Box,0.56,22-07-2012,0
2637,17249,Matt Connell,25-09-2010,Low,37,2911.64,0.02,Regular Air,225.28,73.98,14.52,Ontario,Corporate,Technology,Small Box,0.65,27-09-2010,0
2638,17670,Sean O'Donnell,25-08-2009,Medium,14,36.52,0.07,Regular Air,10.05,2.61,0.5,Ontario,Corporate,Office Supplies,Small Box,0.39,27-08-2009,0
2639,17797,Vivek Grady,10-07-2012,Low,10,1077.28,0,Delivery Truck,-486.12,100.98,57.38,Ontario,Home Office,Furniture,Jumbo Box,0.78,12-07-2012,0
2640,18213,Guy Phonely,10-09-2010,Medium,29,1111.23,0.1,Regular Air,21.6,40.99,19.99,Ontario,Corporate,Office Supplies,Small Box,0.36,12-09-2010,0
2641,18241,Denny Blanton,27-07-2010,Low,3,64.5,0.05,Regular Air,-55.11,20.89,1.99,Ontario,Home Office,Technology,Small Pack,0.48,29-07-2010,0
2642,18244,Chris Selesnick,11-02-2011,Critical,1,172.34,0,Regular Air,-73.22,140.81,24.49,Ontario,Home Office,Furniture,Large Box,0.57,13-02-2011,0
2643,18465,Laura Armstrong,15-04-2010,High,12,816.23,0.05,Regular Air,-353.71,64.65,35,Ontario,Small Business,Office Supplies,Large Box,0.8,17-04-2010,0
2644,18528,Jas O'Carroll,30-04-2011,Critical,33,340.97,0.07,Regular Air,-22.82,10.98,3.99,Ontario,Corporate,Office Supplies,Small Box,0.58,01-05-2011,0
2645,18917,Steve Nguyen,03-05-2012,Critical,14,28.82,0.08,Regular Air,-8.36,2.08,1.49,Ontario,Small Business,Office Supplies,Small Box,0.38,05-05-2012,0
2646,19493,Bill Overfelt,02-02-2009,Critical,31,4713.25,0.1,Regular Air,-372.49,154.13,69,Ontario,Corporate,Furniture,Large Box,0.68,03-02-2009,0
2647,19616,Katherine Nockton,22-12-2011,High,3,92.31,0,Regular Air,-28.95,28.15,6.17,Ontario,Corporate,Office Supplies,Small Pack,0.55,23-12-2011,1
2648,20390,Sandra Flanagan,31-08-2009,Not Specified,35,1271.12,0.05,Express Air,-62.82,34.98,7.53,Ontario,Home Office,Technology,Small Box,0.76,03-09-2009,0
2649,20451,Bill Overfelt,25-05-2012,Critical,6,53.72,0.1,Regular Air,2.82,8.95,2.01,Ontario,Corporate,Office Supplies,Wrap Bag,0.39,27-05-2012,0
2650,20486,Alejandro Grove,05-03-2011,High,34,306.3,0.07,Regular Air,18.73,9.27,4.39,Ontario,Corporate,Office Supplies,Wrap Bag,0.38,06-03-2011,1
2651,20899,Arthur Prichep,12-04-2010,Low,9,495.1,0.04,Regular Air,110.36,54.96,10.75,Ontario,Home Office,Office Supplies,Small Box,0.36,21-04-2010,1
2652,21089,Vivek Grady,28-07-2011,Medium,4,559.75,0.07,Delivery Truck,-331.08,122.99,70.2,Ontario,Corporate,Furniture,Jumbo Drum,0.74,30-07-2011,0
2653,21634,Lindsay Shagiari,28-10-2012,Not Specified,8,1611.73,0.1,Delivery Truck,-314.61,208.16,68.02,Ontario,Home Office,Office Supplies,Jumbo Drum,0.58,29-10-2012,0
2654,21665,Arthur Prichep,15-10-2012,High,5,474.793,0.09,Express Air,-407.26,115.99,2.5,Ontario,Home Office,Technology,Small Box,0.58,16-10-2012,0
2655,21729,Xylona Price,06-12-2012,Low,28,120.98,0,Regular Air,-92.85,4.13,5.34,Ontario,Corporate,Office Supplies,Small Box,0.38,10-12-2012,1
2656,21796,Vivek Grady,06-05-2012,Low,46,4744.64,0.04,Regular Air,1033.38,99.99,19.99,Ontario,Home Office,Technology,Small Box,0.52,10-05-2012,0
2657,21958,Sally Hughsby,05-06-2009,High,14,4998.03,0.09,Regular Air,1092.94,363.25,19.99,Ontario,Consumer,Office Supplies,Small Box,0.57,06-06-2009,0
2658,22468,Steve Nguyen,10-06-2010,Not Specified,14,323.11,0,Regular Air,41.52,20.98,8.83,Ontario,Small Business,Office Supplies,Small Box,0.37,10-06-2010,0
2659,22626,John Lucas,29-06-2010,Critical,17,90.93,0.02,Regular Air,14.19,5.18,2.04,Ontario,Small Business,Office Supplies,Wrap Bag,0.36,01-07-2010,0
2660,23205,Stuart Calhoun,24-05-2009,High,8,319.62,0.08,Express Air,-16.64,40.98,7.2,Ontario,Consumer,Office Supplies,Small Box,0.6,25-05-2009,0
2661,23394,Kean Nguyen,29-04-2010,High,45,101.57,0.01,Regular Air,-5.99,2.08,1.49,Ontario,Small Business,Office Supplies,Small Box,0.38,30-04-2010,0
2662,24390,Katherine Nockton,06-06-2012,Low,2,107.67,0.1,Express Air,-234.66,50.98,6.5,Ontario,Home Office,Technology,Small Box,0.73,08-06-2012,0
2663,24643,Ben Ferrer,29-04-2012,Medium,30,2368.168,0,Regular Air,1181.3,85.99,1.25,Ontario,Corporate,Technology,Small Pack,0.39,01-05-2012,0
2664,24679,Janet Molinari,07-05-2011,Not Specified,7,33.99,0.09,Regular Air,-25.86,4.77,2.39,Ontario,Corporate,Technology,Small Pack,0.72,08-05-2011,0
2665,25062,Sally Hughsby,30-10-2010,Critical,5,78.79,0.03,Regular Air,-21.29,14.42,6.75,Ontario,Consumer,Office Supplies,Medium Box,0.52,01-11-2010,0
2666,25152,Matt Connell,15-10-2012,Critical,29,195.21,0.07,Regular Air,16.4,7.08,2.35,Ontario,Corporate,Office Supplies,Wrap Bag,0.47,17-10-2012,1
2667,25478,Jim Kriz,24-04-2012,Critical,47,4725.0905,0.01,Regular Air,1578.7,115.99,2.5,Ontario,Consumer,Technology,Small Box,0.57,24-04-2012,1
2668,26469,Arthur Prichep,30-07-2012,Medium,4,7406.49,0.03,Regular Air,701.22,1889.99,19.99,Ontario,Home Office,Office Supplies,Small Box,0.36,01-08-2012,0
2669,26470,Harold Ryan,21-03-2009,High,41,18081.76,0.03,Regular Air,8822.28,420.98,19.99,Ontario,Home Office,Office Supplies,Small Box,0.35,22-03-2009,0
2670,26565,Cathy Prescott,21-10-2009,Medium,49,21337.27,0.02,Regular Air,7606,419.19,19.99,Ontario,Corporate,Office Supplies,Small Box,0.58,22-10-2009,0
2671,26852,Jim Kriz,06-03-2010,Critical,2,15.81,0.06,Regular Air,-9.88,4.98,6.07,Ontario,Consumer,Office Supplies,Small Box,0.36,08-03-2010,1
2672,27299,Liz Willingham,05-08-2012,Critical,41,802.16,0.1,Regular Air,-293.45,19.94,14.87,Ontario,Corporate,Furniture,Large Box,0.57,07-08-2012,0
2673,27300,Stephanie Ulpright,30-09-2012,Not Specified,50,3333.1,0.1,Regular Air,-85.03,73.98,4,Ontario,Consumer,Technology,Small Box,0.79,01-10-2012,0
2674,27557,Robert Marley,08-02-2012,Low,18,56.13,0.02,Regular Air,-58.47,2.88,5.33,Ontario,Corporate,Office Supplies,Small Box,0.36,13-02-2012,0
2675,27654,Lindsay Shagiari,24-09-2010,High,12,94.83,0.02,Regular Air,29.87,7.64,1.39,Ontario,Home Office,Office Supplies,Small Box,0.36,26-09-2010,0
2676,27684,John Lucas,05-09-2011,Low,1,13.04,0.06,Regular Air,-6.62,10.48,2.89,Ontario,Corporate,Office Supplies,Small Pack,0.6,07-09-2011,0
2677,27811,Odella Nelson,04-03-2011,Not Specified,31,197.59,0.09,Regular Air,-73.62,6.81,5.48,Ontario,Small Business,Office Supplies,Small Box,0.37,06-03-2011,0
2678,28064,Arthur Prichep,02-09-2010,Medium,43,856.45,0.03,Regular Air,265.1,19.84,4.1,Ontario,Home Office,Office Supplies,Wrap Bag,0.44,02-09-2010,0
2679,28258,Denny Blanton,13-03-2009,Critical,2,201.178,0.07,Regular Air,-604.41,125.99,2.5,Ontario,Home Office,Technology,Small Box,0.6,13-03-2009,0
2680,28321,Steve Nguyen,01-08-2010,Medium,28,90.5,0.03,Regular Air,24.71,3.08,0.99,Ontario,Consumer,Office Supplies,Small Box,0.37,01-08-2010,0
2681,28454,Sean O'Donnell,06-08-2012,Medium,25,157.4,0.07,Regular Air,-84,6.48,6.74,Ontario,Corporate,Office Supplies,Small Box,0.37,07-08-2012,0
2682,29255,Sally Hughsby,03-12-2011,Low,11,617.219,0.03,Express Air,-136.09,65.99,8.99,Ontario,Consumer,Technology,Small Box,0.58,07-12-2011,0
2683,29383,Jas O'Carroll,18-11-2011,Medium,20,157.13,0.07,Regular Air,-46.89,8.32,2.38,Ontario,Corporate,Technology,Small Pack,0.74,20-11-2011,0
2684,29507,Sally Hughsby,09-02-2012,Low,14,3049.632,0.04,Delivery Truck,-679.04,280.98,35.67,Ontario,Consumer,Furniture,Jumbo Box,0.66,11-02-2012,0
2685,29572,Sally Hughsby,03-06-2010,Not Specified,18,2657.56,0.1,Delivery Truck,126.28,150.98,16.01,Ontario,Home Office,Furniture,Jumbo Box,0.7,04-06-2010,0
2686,29889,Odella Nelson,04-12-2009,Not Specified,44,243.5,0.09,Regular Air,23.87,5.98,1.67,Ontario,Small Business,Office Supplies,Wrap Bag,0.51,07-12-2009,0
2687,29894,Matt Connell,07-09-2010,Low,43,606.98,0.05,Regular Air,21.08,13.73,6.85,Ontario,Corporate,Furniture,Wrap Bag,0.54,16-09-2010,0
2688,30054,Alejandro Grove,01-09-2012,Not Specified,33,311.19,0.03,Regular Air,-9.18,9.38,4.93,Ontario,Corporate,Furniture,Small Box,0.57,03-09-2012,0
2689,30208,Lindsay Shagiari,16-07-2012,Low,46,1752.0965,0.1,Regular Air,356.35,45.99,4.99,Ontario,Home Office,Technology,Small Box,0.57,16-07-2012,0
2690,30369,Denny Blanton,24-03-2011,Critical,13,76.81,0,Regular Air,-55.77,4.98,7.54,Ontario,Home Office,Office Supplies,Small Box,0.38,25-03-2011,0
2691,30726,Harold Ryan,25-11-2009,Medium,35,725.15,0.05,Regular Air,140.57,20.27,3.99,Ontario,Home Office,Office Supplies,Small Box,0.57,26-11-2009,0
2692,30727,Kean Nguyen,25-07-2012,Medium,28,1166.29,0.07,Express Air,302.86,41.71,4.5,Ontario,Small Business,Office Supplies,Small Box,0.56,27-07-2012,0
2693,30915,Xylona Price,16-01-2009,Low,20,62.78,0.04,Express Air,-17.75,2.98,2.03,Ontario,Corporate,Office Supplies,Wrap Bag,0.57,16-01-2009,0
2694,31072,Sean O'Donnell,29-11-2010,Low,4,701.16,0.08,Regular Air,4.56,172.99,19.99,Ontario,Corporate,Office Supplies,Small Box,0.39,04-12-2010,0
2695,31073,Arthur Prichep,25-07-2010,Medium,39,1818.76,0.02,Regular Air,843.12,46.94,6.77,Ontario,Home Office,Furniture,Small Box,0.44,28-07-2010,1
2696,31138,Arthur Prichep,21-01-2009,High,37,1251.18,0.05,Delivery Truck,-1756.44,31.76,45.51,Ontario,Small Business,Furniture,Jumbo Box,0.65,23-01-2009,0
2697,31173,Sally Hughsby,18-08-2012,Low,24,169.354,0.09,Express Air,-84.14,7.99,5.03,Ontario,Consumer,Technology,Medium Box,0.6,25-08-2012,0
2698,31812,Laura Armstrong,31-07-2011,High,14,593.62,0.02,Regular Air,25.19,40.99,19.99,Ontario,Small Business,Office Supplies,Small Box,0.36,02-08-2011,0
2699,32002,Jim Kriz,20-07-2010,Low,37,1196.2,0.03,Regular Air,-73.77,30.98,6.5,Ontario,Consumer,Technology,Small Box,0.79,24-07-2010,0
2700,32323,Lena Radford,23-07-2010,High,3,28.75,0.01,Regular Air,-31.43,8.46,3.62,Ontario,Small Business,Technology,Small Pack,0.61,24-07-2010,0
2701,32454,Ryan Akin,31-03-2011,Critical,12,83.89,0.05,Regular Air,-29.59,6.81,5.48,Ontario,Consumer,Office Supplies,Small Box,0.37,01-04-2011,0
2702,32516,Robert Marley,24-10-2010,Critical,15,43.96,0.03,Regular Air,-0.24,2.78,1.49,Ontario,Corporate,Office Supplies,Small Box,0.39,26-10-2010,0
2703,32608,Xylona Price,22-05-2012,High,20,1361.91,0.05,Regular Air,312.52,70.97,3.5,Ontario,Corporate,Office Supplies,Small Box,0.59,24-05-2012,0
2704,33510,Vivek Grady,02-12-2011,High,42,267.06,0.03,Regular Air,-96.95,6.24,5.22,Ontario,Corporate,Furniture,Small Box,0.6,03-12-2011,1
2705,33541,John Lucas,19-06-2012,Critical,43,512.78,0.08,Regular Air,16.14,12.2,6.02,Ontario,Small Business,Furniture,Small Pack,0.43,19-06-2012,1
2706,33573,Vivek Grady,04-10-2010,Critical,15,2272.56,0.06,Delivery Truck,111.05,150.98,16.01,Ontario,Corporate,Furniture,Jumbo Box,0.7,04-10-2010,0
2707,34371,Scott Cohen,01-04-2010,Medium,18,8334.03,0.05,Delivery Truck,1886.66,510.14,14.7,Ontario,Consumer,Technology,Jumbo Drum,0.56,03-04-2010,0
2708,34530,Karen Daniels,30-08-2010,Low,22,1516.13,0.06,Express Air,493.03,67.84,0.99,Ontario,Consumer,Office Supplies,Small Box,0.58,01-09-2010,0
2709,34562,John Lucas,24-08-2010,Low,22,561.92,0.1,Regular Air,57.82,28.38,1.99,Ontario,Small Business,Technology,Small Pack,0.51,26-08-2010,0
2710,35430,Liz Willingham,25-03-2010,Low,16,1835.84,0.05,Regular Air,608.74,110.98,13.99,Ontario,Home Office,Furniture,Medium Box,0.69,01-04-2010,0
2711,35588,Cathy Prescott,13-06-2010,Low,32,1727.79,0.1,Delivery Truck,-694.9,58.14,36.61,Ontario,Corporate,Furniture,Jumbo Box,0.61,15-06-2010,1
2712,35712,Steve Nguyen,23-10-2012,High,42,3931.17,0.1,Regular Air,1174.02,100.97,7.18,Ontario,Consumer,Technology,Small Box,0.46,24-10-2012,0
2713,36130,Lindsay Shagiari,13-09-2012,Critical,23,394.8,0.1,Regular Air,-113.8,17.98,4,Ontario,Home Office,Technology,Small Box,0.79,14-09-2012,0
2714,36416,Sean O'Donnell,30-11-2009,Low,44,276,0.08,Regular Air,-98.53,6.48,5.82,Ontario,Corporate,Office Supplies,Small Box,0.37,04-12-2009,0
2715,36418,Robert Marley,27-01-2012,Not Specified,33,207.92,0.08,Express Air,-124.84,6.23,6.97,Ontario,Corporate,Office Supplies,Small Box,0.36,28-01-2012,0
2716,36517,Katherine Nockton,01-03-2010,Not Specified,18,877.64,0.03,Regular Air,218.97,48.58,3.99,Ontario,Corporate,Office Supplies,Small Box,0.56,02-03-2010,0
2717,36705,Sam Zeldin,25-06-2009,Not Specified,17,1032.072,0.06,Delivery Truck,54.23,70.89,89.3,Ontario,Small Business,Furniture,Jumbo Box,0.72,25-06-2009,1
2718,36833,Harold Ryan,11-07-2012,Low,25,184.32,0,Regular Air,-73.33,6.68,7.3,Ontario,Home Office,Office Supplies,Small Box,0.37,18-07-2012,0
2719,36896,Xylona Price,03-11-2009,Critical,12,34.01,0,Regular Air,10.58,2.61,0.5,Ontario,Corporate,Office Supplies,Small Box,0.39,05-11-2009,0
2720,37123,Lena Radford,18-02-2012,High,50,794.58,0.05,Delivery Truck,11.65,15.23,27.75,Ontario,Small Business,Furniture,Jumbo Box,0.76,19-02-2012,0
2721,37572,Jas O'Carroll,03-08-2010,High,22,123.95,0.01,Regular Air,2.42,5.34,2.99,Ontario,Corporate,Office Supplies,Small Box,0.38,05-08-2010,1
2722,37669,Alejandro Grove,29-10-2010,Not Specified,39,9081.98,0.02,Express Air,2485.54,232.58,19.99,Ontario,Corporate,Office Supplies,Small Box,0.59,31-10-2010,0
2723,38117,Mick Hernandez,20-04-2010,Low,28,481.27,0.01,Regular Air,-128.89,15.7,11.25,Ontario,Home Office,Office Supplies,Small Box,0.6,25-04-2010,0
2724,38210,Ben Ferrer,12-12-2010,Low,10,52.76,0.09,Regular Air,-49.53,4.98,7.44,Ontario,Corporate,Office Supplies,Small Box,0.36,12-12-2010,1
2725,38274,Todd Sumrall,10-06-2011,High,9,1225.37,0.08,Regular Air,0.98,140.81,24.49,Ontario,Consumer,Furniture,Large Box,0.57,12-06-2011,0
2726,38370,Sean O'Donnell,03-04-2011,High,50,169.13,0,Regular Air,43.05,3.14,1.14,Ontario,Corporate,Office Supplies,Wrap Bag,0.4,05-04-2011,0
2727,38405,Laura Armstrong,15-07-2010,Medium,29,208.04,0.1,Regular Air,14.77,7.59,4,Ontario,Small Business,Furniture,Wrap Bag,0.42,18-07-2010,0
2728,38466,Jane Waco,17-08-2011,Critical,22,136.18,0.08,Regular Air,-43.26,5.98,5.46,Ontario,Corporate,Office Supplies,Small Box,0.36,18-08-2011,0
2729,38501,Guy Phonely,28-04-2009,Critical,11,78.68,0.05,Regular Air,-29.07,6.48,6.22,Ontario,Corporate,Office Supplies,Small Box,0.37,29-04-2009,0
2730,38532,Pamela Coakley,17-07-2012,High,44,128.22,0.07,Regular Air,16.51,2.94,0.7,Ontario,Corporate,Office Supplies,Wrap Bag,0.58,19-07-2012,0
2731,38915,Ben Ferrer,17-09-2009,Medium,12,96.73,0.08,Regular Air,-83.65,7.77,9.23,Ontario,Corporate,Office Supplies,Small Box,0.58,18-09-2009,0
2732,38947,Chris Selesnick,29-11-2009,Critical,20,307.46,0.02,Regular Air,4.91,14.58,7.4,Ontario,Home Office,Furniture,Small Box,0.48,01-12-2009,0
2733,39078,Matt Connell,23-06-2009,Low,10,36.91,0.07,Regular Air,-27.72,3.28,3.97,Ontario,Corporate,Office Supplies,Wrap Bag,0.56,23-06-2009,0
2734,39141,Jim Kriz,03-05-2009,Low,49,1400.91,0.09,Regular Air,-163.53,30.98,19.51,Ontario,Consumer,Office Supplies,Small Box,0.36,05-05-2009,0
2735,39460,Stephanie Ulpright,02-05-2009,Not Specified,25,172.42,0.09,Regular Air,-71.6,7.1,6.05,Ontario,Consumer,Office Supplies,Small Box,0.39,04-05-2009,0
2736,39904,Alejandro Grove,02-02-2009,Not Specified,44,363.92,0,Regular Air,-144.56,8.09,7.96,Ontario,Consumer,Furniture,Small Box,0.49,03-02-2009,1
2737,39909,Chris Selesnick,24-02-2011,Low,50,7778.758,0,Regular Air,2547.3,175.99,4.99,Ontario,Home Office,Technology,Small Box,0.59,04-03-2011,0
2738,40100,Sandra Flanagan,04-02-2012,Low,47,1001.17,0,Regular Air,333.18,19.98,5.77,Ontario,Home Office,Office Supplies,Small Box,0.38,08-02-2012,0
2739,40224,Sally Hughsby,30-06-2009,Low,14,890.9,0.05,Express Air,404.29,63.94,14.48,Ontario,Consumer,Furniture,Small Box,0.46,07-07-2009,0
2740,40422,Jim Kriz,18-07-2011,Critical,39,2192.439,0.06,Express Air,517.82,65.99,3.99,Ontario,Consumer,Technology,Small Box,0.59,20-07-2011,0
2741,40802,Scott Cohen,03-09-2012,High,28,3361.02,0.04,Delivery Truck,26.05,115.99,56.14,Ontario,Consumer,Technology,Jumbo Drum,0.4,04-09-2012,1
2742,40839,Guy Phonely,31-03-2012,Medium,23,2732.01,0.04,Delivery Truck,-100.47,119.99,56.14,Ontario,Corporate,Technology,Jumbo Box,0.39,01-04-2012,0
2743,40997,Odella Nelson,21-04-2009,Low,12,382.29,0.05,Express Air,61.47,30.98,9.18,Ontario,Small Business,Office Supplies,Small Box,0.4,21-04-2009,0
2744,41185,Ben Ferrer,06-12-2009,Critical,2,18.81,0.08,Regular Air,-12.83,5.78,7.96,Ontario,Corporate,Office Supplies,Small Box,0.36,07-12-2009,0
2745,41253,Steve Nguyen,07-05-2009,Medium,5,1455.49,0.07,Regular Air,-807.59,300.97,7.18,Ontario,Small Business,Technology,Small Box,0.48,09-05-2009,0
2746,41378,Harold Ryan,29-10-2012,Not Specified,30,5454.51,0.03,Delivery Truck,446.26,180.98,30,Ontario,Home Office,Furniture,Jumbo Drum,0.69,01-11-2012,0
2747,41474,Matt Connell,20-04-2009,Not Specified,35,3640.83,0,Delivery Truck,-6.8,100.98,35.84,Ontario,Corporate,Furniture,Jumbo Box,0.62,22-04-2009,0
2748,41508,Liz Willingham,24-09-2010,High,39,18561.31,0.05,Delivery Truck,4822.42,500.98,26,Ontario,Home Office,Furniture,Jumbo Drum,0.6,26-09-2010,1
2749,41571,Katherine Nockton,06-06-2011,Low,42,906.07,0,Regular Air,-2.66,20.15,8.99,Ontario,Corporate,Office Supplies,Small Pack,0.58,15-06-2011,0
2750,41728,Alejandro Grove,30-09-2009,High,28,23106.46,0.08,Regular Air,9527.47,896.99,19.99,Ontario,Corporate,Office Supplies,Small Box,0.38,02-10-2009,0
2751,41764,Katherine Nockton,05-10-2009,Not Specified,16,5105.06,0.03,Delivery Truck,467.12,320.64,29.2,Ontario,Home Office,Furniture,Jumbo Box,0.66,07-10-2009,0
2752,42082,Kean Nguyen,18-12-2011,Critical,15,76.42,0.03,Regular Air,-3.95,4.76,3.01,Ontario,Small Business,Office Supplies,Wrap Bag,0.36,20-12-2011,0
2753,42279,Harold Ryan,30-06-2009,Not Specified,44,1431,0.02,Express Air,-55.78,30.98,6.5,Ontario,Home Office,Technology,Small Box,0.79,01-07-2009,0
2754,42308,Sam Zeldin,12-06-2009,Medium,16,79.98,0.09,Regular Air,-56.56,4.86,7.1,Ontario,Small Business,Furniture,Small Box,0.42,15-06-2009,0
2755,42375,Jas O'Carroll,01-10-2010,High,45,138.45,0.03,Express Air,24.34,2.94,0.7,Ontario,Home Office,Office Supplies,Wrap Bag,0.58,02-10-2010,1
2756,42851,Robert Marley,01-06-2009,High,4,24.32,0.05,Express Air,-2.97,4.71,0.7,Ontario,Corporate,Office Supplies,Wrap Bag,0.8,02-06-2009,0
2757,43585,Stephanie Ulpright,10-11-2010,Critical,19,1004.18,0.08,Express Air,374.19,55.48,6.79,Ontario,Consumer,Office Supplies,Small Box,0.37,12-11-2010,1
2758,43590,Harold Ryan,10-09-2009,Critical,24,3118.6,0.06,Express Air,804.2,128.24,12.65,Ontario,Home Office,Furniture,Medium Box,0.24,12-09-2009,0
2759,43874,Mick Hernandez,10-06-2012,High,46,153.28,0.09,Regular Air,-161.21,3.28,5,Ontario,Home Office,Office Supplies,Wrap Bag,0.56,11-06-2012,0
2760,45542,Robert Marley,07-02-2010,High,37,281.79,0.04,Express Air,-50.96,7.64,5.83,Ontario,Corporate,Office Supplies,Wrap Bag,0.36,10-02-2010,0
2761,45698,Jay Kimmel,23-04-2012,High,40,6559.01,0.1,Regular Air,2307.57,172.99,19.99,Ontario,Small Business,Office Supplies,Small Box,0.39,25-04-2012,1
2762,45987,Laura Armstrong,12-03-2009,Not Specified,31,131.43,0.01,Regular Air,37.25,4,1.3,Ontario,Small Business,Office Supplies,Wrap Bag,0.37,14-03-2009,0
2763,46052,Bill Overfelt,23-11-2009,Medium,37,2374.35,0.05,Regular Air,878.21,63.94,14.48,Ontario,Corporate,Furniture,Small Box,0.46,25-11-2009,1
2764,46374,Herbert Flentye,07-07-2010,High,7,1822.83,0.08,Delivery Truck,-627.64,259.71,66.67,Ontario,Small Business,Furniture,Jumbo Box,0.65,09-07-2010,0
2765,46402,Ryan Akin,08-01-2011,Medium,27,826.27,0.03,Regular Air,322.88,29.18,8.55,Ontario,Consumer,Furniture,Small Box,0.42,10-01-2011,0
2766,46404,John Lucas,04-03-2012,Critical,50,1875.4145,0.05,Regular Air,507.33,45.99,2.5,Ontario,Small Business,Technology,Small Box,0.56,05-03-2012,0
2767,46468,Vivek Grady,11-01-2011,Critical,46,7535.96,0.08,Regular Air,2745.87,165.98,19.99,Ontario,Home Office,Office Supplies,Small Box,0.4,12-01-2011,0
2768,46497,Jane Waco,19-06-2012,High,30,630.54,0.03,Regular Air,-30.07,20.15,8.99,Ontario,Corporate,Office Supplies,Small Pack,0.58,20-06-2012,1
2769,47303,Xylona Price,05-12-2011,Medium,47,1413.82,0.1,Regular Air,226.53,30.98,11.63,Ontario,Corporate,Office Supplies,Small Box,0.37,06-12-2011,0
2770,47492,Bill Overfelt,23-07-2011,High,22,649.71,0.07,Regular Air,-157.51,30.42,8.65,Ontario,Corporate,Technology,Small Box,0.74,25-07-2011,0
2771,47682,Steve Nguyen,16-11-2012,Not Specified,38,3191.24,0,Regular Air,1620.23,83.98,5.01,Ontario,Small Business,Office Supplies,Small Box,0.38,17-11-2012,0
2772,48483,Steve Nguyen,10-12-2009,Critical,18,47.55,0,Express Air,10.01,2.21,1,Ontario,Small Business,Office Supplies,Wrap Bag,0.38,11-12-2009,0
2773,48961,John Lucas,21-07-2009,Not Specified,24,520.68,0.09,Regular Air,-143.66,22.84,16.87,Ontario,Small Business,Office Supplies,Small Box,0.39,23-07-2009,0
2774,49350,Laura Armstrong,22-08-2012,High,50,375.11,0.01,Regular Air,-331.63,7.28,11.15,Ontario,Small Business,Office Supplies,Small Box,0.37,24-08-2012,0
2775,49505,Harold Ryan,21-01-2009,Critical,12,97.74,0.04,Regular Air,-8.5,7.84,4.71,Ontario,Home Office,Office Supplies,Small Box,0.35,23-01-2009,0
2776,49797,Lena Radford,08-03-2011,Not Specified,27,341.1,0,Regular Air,-4.75,11.97,4.98,Ontario,Small Business,Office Supplies,Small Box,0.58,09-03-2011,1
2777,50017,Vivek Grady,20-11-2012,Low,43,1502.47,0.07,Regular Air,214.05,34.58,8.99,Ontario,Home Office,Office Supplies,Small Pack,0.56,22-11-2012,0
2778,50083,John Castell,08-04-2011,Not Specified,33,13671.94,0.01,Delivery Truck,5711.96,400.97,48.26,Ontario,Small Business,Technology,Jumbo Box,0.36,10-04-2011,1
2779,50307,Bill Overfelt,15-10-2010,Low,31,536.83,0.06,Regular Air,161.37,17.48,1.99,Ontario,Corporate,Technology,Small Pack,0.45,15-10-2010,1
2780,50663,Jim Kriz,09-11-2010,Critical,26,1614.84,0.02,Express Air,-716.55,60.98,49,Ontario,Consumer,Office Supplies,Large Box,0.59,10-11-2010,1
2781,50917,Sally Hughsby,21-07-2009,Low,33,1422.31,0.02,Regular Air,498.15,43.98,1.99,Ontario,Consumer,Technology,Small Pack,0.44,25-07-2009,0
2782,50981,Sean O'Donnell,04-08-2009,Critical,42,5678.5525,0.01,Regular Air,1550.88,155.99,8.99,Ontario,Corporate,Technology,Small Box,0.58,04-08-2009,0
2783,51140,Sean O'Donnell,14-09-2012,Low,28,132.01,0.04,Regular Air,-93.12,4.37,5.15,Ontario,Corporate,Office Supplies,Small Box,0.59,14-09-2012,0
2784,51205,Nat Carroll,10-12-2012,High,17,233.01,0.04,Express Air,88.88,12.97,1.49,Ontario,Home Office,Office Supplies,Small Box,0.35,11-12-2012,0
2785,51237,John Lucas,10-03-2012,Medium,26,4769.0695,0.03,Regular Air,1138.58,205.99,5.99,Ontario,Small Business,Technology,Small Box,0.59,12-03-2012,0
2786,51619,Stephanie Ulpright,02-09-2009,Not Specified,46,100.6,0.03,Regular Air,11.55,2.21,1,Ontario,Consumer,Office Supplies,Wrap Bag,0.38,03-09-2009,0
2787,51713,Bill Overfelt,19-03-2011,Not Specified,35,133.07,0.02,Regular Air,-15.96,3.74,0.94,Ontario,Corporate,Office Supplies,Wrap Bag,0.83,20-03-2011,0
2788,52007,Alejandro Grove,14-04-2012,Medium,25,68.54,0.1,Regular Air,22.2,2.88,0.5,Ontario,Consumer,Office Supplies,Small Box,0.39,14-04-2012,0
2789,52164,John Lucas,13-04-2012,Not Specified,30,1824.848,0,Regular Air,364.23,65.99,8.8,Ontario,Small Business,Technology,Small Box,0.58,15-04-2012,0
2790,52512,Jim Kriz,07-07-2011,High,4,49.86,0.09,Regular Air,-21.77,11.97,4.98,Ontario,Consumer,Office Supplies,Small Box,0.58,09-07-2011,0
