Order.Quantity,Sales,Discount,Profit,Unit.Price,Shipping.Cost,Product.Base.Margin,Customer.Name,Customer.Segment,Product.Category,Region,Order.Priority,Ship.Mode,Product.Container,Days_to_Ship,Order_Quarter,Order_Month,Order_Weekday,Order_Day,Ship_Month,Ship_Weekday,Ship_Day,Order_Day_cat,Ship_Day_cat
19,86.480000,0.100000,33.580000,4.910000,0.500000,0.360000,Liz Willingham,Home Office,Office Supplies,Quebec,Low,Regular Air,Small Box,7,4,10,3,18,10,3,25,18,25
28,327.950000,0.000000,43.680000,10.980000,5.140000,0.360000,Shirley Schmidt,Corporate,Office Supplies,Quebec,High,Regular Air,Small Box,2,3,9,4,17,9,6,19,17,19
1,129.880000,0.100000,-89.900000,110.980000,30.000000,0.710000,Muhammed Yedwab,Consumer,Furniture,Quebec,Medium,Delivery Truck,Jumbo Drum,1,4,11,1,23,11,2,24,23,24
23,86.530000,0.050000,35.620000,3.750000,0.500000,0.370000,Clay Ludtke,Consumer,Office Supplies,Quebec,High,Regular Air,Small Box,1,2,4,0,16,4,1,17,16,17
20,269.660000,0.020000,-59.130000,12.880000,4.590000,0.820000,Michael Chen,Consumer,Office Supplies,Quebec,High,Regular Air,Wrap Bag,2,3,8,5,20,8,0,22,20,22
4,28.340000,0.010000,-18.550000,4.980000,7.440000,0.360000,Liz Willingham,Corporate,Office Supplies,Quebec,Low,Regular Air,Small Box,9,4,12,5,17,12,0,26,17,26
11,113.190000,0.040000,-53.250000,9.060000,9.860000,0.400000,Dorris Love,Home Office,Office Supplies,Quebec,High,Regular Air,Small Box,1,2,4,4,24,4,5,25,24,25
48,2006.380000,0.000000,840.460000,40.980000,1.990000,0.440000,Justin MacKendrick,Corporate,Technology,Quebec,Critical,Regular Air,Small Pack,60,1,2,2,8,4,6,8,8,8
7,1134.050000,0.080000,149.500000,172.990000,19.990000,0.390000,Dennis Kane,Small Business,Office Supplies,Quebec,Low,Regular Air,Small Box,4,2,5,0,21,5,4,25,21,25
47,1020.880000,0.080000,173.940000,22.720000,8.990000,0.440000,Anne Pryor,Home Office,Furniture,Quebec,Not Specified,Regular Air,Small Pack,2,3,7,1,27,7,3,29,27,29
41,11883.200000,0.100000,4160.880000,300.970000,7.180000,0.480000,Dorris Love,Home Office,Technology,Quebec,Not Specified,Regular Air,Small Box,30,2,4,4,1,5,6,1,1,1
6,120.380000,0.090000,-29.770000,20.480000,6.320000,0.580000,Bill Eplett,Corporate,Office Supplies,Quebec,High,Regular Air,Small Box,-115,2,4,6,29,1,3,5,29,5
22,621.210000,0.070000,-42.350000,29.740000,6.640000,0.700000,Dorris Love,Home Office,Office Supplies,Quebec,High,Regular Air,Small Box,31,2,5,4,11,6,0,11,11,11
2,13.290000,0.080000,-10.330000,4.240000,5.410000,0.350000,Stewart Visinsky,Corporate,Office Supplies,Quebec,Low,Regular Air,Small Box,7,3,7,5,14,7,5,21,14,21
7,2423.060000,0.060000,-94.270000,348.210000,40.190000,0.620000,Brenda Bowman,Home Office,Furniture,Quebec,Critical,Delivery Truck,Jumbo Box,1,4,10,4,29,10,5,30,29,30
25,667.640000,0.080000,-57.530000,27.480000,4.000000,0.750000,Brenda Bowman,Small Business,Technology,Quebec,Critical,Regular Air,Small Box,1,4,11,1,29,11,2,30,29,30
9,98.240000,0.040000,-10.380000,10.980000,3.370000,0.570000,Dorris Love,Corporate,Office Supplies,Quebec,Not Specified,Regular Air,Small Pack,-86,1,3,2,31,1,0,4,31,4
40,181.800000,0.050000,-144.740000,4.540000,5.830000,0.360000,Shirley Schmidt,Corporate,Office Supplies,Quebec,High,Regular Air,Small Box,1,4,12,5,29,12,6,30,29,30
35,648.580000,0.050000,182.630000,18.970000,5.210000,0.370000,Jennifer Ferguson,Corporate,Office Supplies,Quebec,Low,Regular Air,Small Box,62,1,1,1,31,4,0,2,31,2
31,233.200000,0.040000,-48.070000,7.640000,5.830000,0.360000,Kimberly Carter,Small Business,Office Supplies,Quebec,Not Specified,Regular Air,Wrap Bag,59,1,1,1,11,3,4,11,11,11
19,2002.400000,0.000000,151.090000,100.980000,26.220000,0.600000,Liz Willingham,Corporate,Furniture,Quebec,Not Specified,Delivery Truck,Jumbo Box,1,4,10,3,18,10,4,19,18,19
5,24.300000,0.020000,3.140000,4.910000,0.500000,0.360000,Brian Thompson,Home Office,Office Supplies,Quebec,Low,Regular Air,Small Box,-141,4,12,2,7,7,1,19,7,19
2,31.700000,0.050000,-44.390000,14.480000,1.990000,0.490000,Stewart Visinsky,Corporate,Technology,Quebec,Critical,Regular Air,Small Pack,61,2,4,6,10,6,4,10,10,10
20,52.700000,0.030000,-64.880000,1.800000,4.790000,0.370000,Kimberly Carter,Home Office,Office Supplies,Quebec,Medium,Express Air,Small Box,28,1,2,4,11,3,4,11,11,11
10,1124.244000,0.030000,-126.450000,125.990000,7.690000,0.580000,Stewart Visinsky,Corporate,Technology,Quebec,Critical,Express Air,Small Box,2,3,9,0,19,9,2,21,19,21
23,415.055000,0.020000,-44.130000,20.990000,0.990000,0.830000,Sarah Brown,Consumer,Technology,Quebec,Critical,Regular Air,Small Pack,1,4,10,3,20,10,4,21,20,21
40,73.620000,0.050000,0.860000,1.820000,1.000000,0.400000,Carol Triggs,Home Office,Office Supplies,Quebec,Low,Regular Air,Wrap Bag,-233,3,9,6,30,2,4,10,30,10
37,1287.940000,0.060000,140.350000,35.890000,14.720000,0.400000,Mathew Reese,Small Business,Office Supplies,Quebec,Not Specified,Regular Air,Small Box,0,2,6,2,30,6,2,30,30,30
22,11022.530000,0.060000,1869.860000,517.480000,16.630000,0.590000,Shirley Daniels,Corporate,Technology,Quebec,Not Specified,Delivery Truck,Jumbo Box,2,3,9,0,17,9,2,19,17,19
11,73.620000,0.030000,-23.500000,5.980000,5.350000,0.400000,Sheri Gordon,Corporate,Office Supplies,Quebec,Critical,Regular Air,Small Box,1,2,5,3,28,5,4,29,28,29
3,110.000000,0.020000,-24.430000,30.980000,11.630000,0.370000,Shirley Daniels,Corporate,Office Supplies,Quebec,Low,Regular Air,Small Box,-258,4,11,4,2,2,5,18,2,18
34,1132.320000,0.100000,77.450000,36.550000,13.890000,0.410000,Clay Ludtke,Consumer,Office Supplies,Quebec,High,Regular Air,Wrap Bag,-206,4,12,2,5,5,6,13,5,13
34,232.415500,0.050000,-110.590000,7.990000,5.030000,0.600000,Dionis Lloyd,Small Business,Technology,Quebec,High,Regular Air,Medium Box,61,1,3,1,2,5,6,2,2,2
8,71.100000,0.030000,2.290000,8.690000,2.990000,0.390000,Fred Chung,Corporate,Office Supplies,Quebec,Medium,Regular Air,Small Box,2,2,6,1,26,6,3,28,26,28
21,470.790000,0.040000,-80.110000,22.380000,15.100000,0.380000,Dionis Lloyd,Small Business,Office Supplies,Quebec,Low,Regular Air,Small Box,-141,4,11,0,30,7,6,12,30,12
35,422.250000,0.060000,-116.020000,11.660000,7.950000,0.580000,Alan Haines,Consumer,Office Supplies,Quebec,Medium,Regular Air,Small Pack,2,1,1,4,21,1,6,23,21,23
44,357.480000,0.010000,160.020000,7.640000,1.390000,0.360000,Sarah Brown,Consumer,Office Supplies,Quebec,Not Specified,Regular Air,Small Box,91,2,4,2,8,7,2,8,8,8
45,1206.150000,0.030000,304.200000,25.980000,4.080000,0.570000,Mathew Reese,Small Business,Office Supplies,Quebec,Not Specified,Regular Air,Small Pack,3,2,5,4,22,5,0,25,22,25
20,137.970000,0.060000,-123.940000,6.480000,10.050000,0.370000,Dionis Lloyd,Small Business,Office Supplies,Quebec,Not Specified,Regular Air,Small Box,-146,4,11,6,6,6,0,13,6,13
23,2527.792000,0.090000,-335.320000,138.750000,52.420000,0.740000,Dionis Lloyd,Small Business,Furniture,Quebec,Medium,Delivery Truck,Jumbo Box,1,1,3,1,24,3,2,25,24,25
35,6130.900000,0.030000,583.150000,170.980000,35.890000,0.660000,Arthur Gainer,Corporate,Furniture,Quebec,Critical,Delivery Truck,Jumbo Box,1,2,4,5,24,4,6,25,24,25
27,14300.260000,0.010000,6279.180000,499.990000,24.490000,0.360000,John Stevenson,Small Business,Technology,Quebec,High,Regular Air,Large Box,29,1,2,4,3,3,5,3,3,3
13,197.610000,0.080000,3.460000,14.270000,7.270000,0.380000,Aaron Smayling,Small Business,Office Supplies,Quebec,High,Express Air,Small Box,-290,4,12,2,2,2,6,15,2,15
7,235.980000,0.020000,-32.280000,30.980000,17.080000,0.400000,John Stevenson,Small Business,Office Supplies,Quebec,High,Regular Air,Small Box,1,4,12,0,28,12,1,29,28,29
4,14.960000,0.020000,-0.030000,3.690000,0.500000,0.380000,Tracy Poddar,Corporate,Office Supplies,Ontario,High,Regular Air,Small Box,2,1,1,0,24,1,2,26,24,26
20,1156.671500,0.010000,88.520000,65.990000,7.690000,0.590000,Stuart Calhoun,Consumer,Technology,Ontario,Low,Express Air,Small Box,-259,3,9,6,26,1,6,10,26,10
33,5437.920000,0.000000,-684.570000,150.890000,60.200000,0.770000,Arthur Prichep,Home Office,Furniture,Ontario,High,Delivery Truck,Jumbo Drum,0,2,4,5,30,4,5,30,30,30
47,840.040000,0.040000,-131.270000,17.700000,9.470000,0.590000,Arthur Prichep,Home Office,Office Supplies,Ontario,Critical,Regular Air,Small Box,2,1,1,1,26,1,3,28,26,28
33,378.600000,0.080000,12.720000,11.700000,5.630000,0.400000,Kean Nguyen,Corporate,Office Supplies,Ontario,Critical,Regular Air,Small Box,61,2,4,4,1,6,2,1,1,1
46,605.970000,0.070000,-22.720000,13.730000,6.850000,0.540000,Jim Kriz,Consumer,Furniture,Ontario,Medium,Regular Air,Wrap Bag,1,3,9,6,20,9,0,21,20,21
42,11230.250000,0.070000,-679.040000,280.980000,35.670000,0.660000,Jas O'Carroll,Corporate,Furniture,Ontario,Low,Delivery Truck,Jumbo Box,7,2,5,5,14,5,5,21,14,21
48,5340.500000,0.010000,1215.280000,110.980000,13.990000,0.690000,Stuart Calhoun,Consumer,Furniture,Ontario,Not Specified,Regular Air,Medium Box,1,3,9,6,18,9,0,19,18,19
29,4345.860000,0.090000,126.620000,152.480000,4.000000,0.790000,Harold Ryan,Home Office,Technology,Ontario,Medium,Regular Air,Small Box,2,4,10,2,13,10,4,15,13,15
26,755.607500,0.050000,149.170000,35.990000,1.100000,0.550000,John Lucas,Corporate,Technology,Ontario,High,Regular Air,Small Box,62,3,7,6,5,9,5,5,5,5
24,7287.550000,0.040000,-715.780000,296.180000,54.120000,0.760000,Alejandro Grove,Corporate,Furniture,Ontario,High,Delivery Truck,Jumbo Box,0,1,3,6,15,3,6,15,15,15
13,137.640000,0.060000,19.590000,10.910000,2.990000,0.380000,Sam Zeldin,Small Business,Office Supplies,Ontario,Medium,Regular Air,Small Box,0,4,11,0,29,11,0,29,29,29
6,40.310000,0.080000,-32.270000,5.780000,8.090000,0.360000,Sam Zeldin,Small Business,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,1,1,1,3,14,1,4,15,14,15
36,508.730000,0.080000,-229.670000,14.810000,13.320000,0.430000,Sally Hughsby,Consumer,Office Supplies,Ontario,Critical,Regular Air,Small Box,2,3,8,3,19,8,5,21,19,21
32,731.220000,0.000000,-84.070000,20.970000,6.500000,0.780000,Harold Ryan,Home Office,Technology,Ontario,Critical,Regular Air,Small Box,30,2,4,0,9,5,2,9,9,9
16,1427.670000,0.040000,422.800000,90.240000,0.990000,0.560000,Philip Brown,Home Office,Office Supplies,Ontario,High,Regular Air,Small Box,59,1,2,2,4,4,5,4,4,4
30,736.300000,0.030000,259.070000,24.950000,2.990000,0.390000,Jane Waco,Corporate,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,0,2,6,5,2,6,5,2,2,2
42,927.970000,0.080000,162.170000,22.980000,4.500000,0.550000,Sandra Flanagan,Home Office,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,2,3,9,5,15,9,0,17,15,17
27,153.230000,0.080000,-95.150000,5.980000,4.690000,0.680000,Steve Nguyen,Consumer,Office Supplies,Ontario,High,Regular Air,Small Box,59,1,2,3,10,4,6,10,10,10
3,321.570000,0.010000,-100.050000,100.980000,15.660000,0.570000,Herbert Flentye,Small Business,Office Supplies,Ontario,Medium,Delivery Truck,Jumbo Drum,62,3,7,0,12,9,6,12,12,12
38,1441.610000,0.060000,624.840000,37.940000,5.080000,0.380000,Jas O'Carroll,Corporate,Office Supplies,Ontario,Medium,Regular Air,Wrap Bag,31,1,3,1,1,4,4,1,1,1
16,64.290000,0.070000,14.420000,4.130000,0.990000,0.390000,Sandra Flanagan,Home Office,Office Supplies,Ontario,High,Regular Air,Small Box,0,3,8,5,1,8,5,1,1,1
4,640.210000,0.070000,-388.520000,150.980000,39.250000,0.750000,Sandra Flanagan,Corporate,Furniture,Ontario,Critical,Delivery Truck,Jumbo Box,1,4,10,5,22,10,6,23,22,23
43,6077.110000,0.060000,-353.660000,146.340000,43.750000,0.640000,Sandra Flanagan,Home Office,Furniture,Ontario,Low,Delivery Truck,Jumbo Box,5,4,10,0,24,10,5,29,24,29
24,159.430000,0.050000,-120.590000,6.480000,8.730000,0.370000,Sally Hughsby,Consumer,Office Supplies,Ontario,Critical,Regular Air,Small Box,0,3,9,5,5,9,5,5,5,5
30,106.640000,0.100000,-31.950000,3.680000,1.320000,0.830000,Xylona Price,Corporate,Office Supplies,Ontario,Not Specified,Regular Air,Wrap Bag,3,2,5,0,24,5,3,27,24,27
41,17874.260000,0.000000,6247.950000,419.190000,19.990000,0.580000,John Lucas,Small Business,Office Supplies,Ontario,Low,Regular Air,Small Box,-262,4,11,2,2,2,6,13,2,13
13,2388.636000,0.010000,191.000000,205.990000,5.260000,0.560000,Bill Overfelt,Corporate,Technology,Ontario,High,Regular Air,Small Box,-87,4,11,1,8,8,5,13,8,13
8,141.770000,0.020000,-24.480000,17.480000,1.990000,0.450000,Sally Hughsby,Consumer,Technology,Ontario,Not Specified,Regular Air,Small Pack,31,3,8,1,10,9,4,10,10,10
26,4286.550000,0.070000,1416.700000,172.990000,19.990000,0.390000,Kean Nguyen,Corporate,Office Supplies,Ontario,Low,Regular Air,Small Box,0,4,11,1,17,11,1,17,17,17
27,197.150000,0.000000,-23.340000,6.680000,5.200000,0.370000,Stuart Calhoun,Consumer,Office Supplies,Ontario,Medium,Express Air,Small Box,61,1,3,6,6,5,4,6,6,6
41,89.770000,0.030000,9.920000,2.210000,1.000000,0.380000,John Grady,Corporate,Office Supplies,Ontario,Not Specified,Regular Air,Wrap Bag,62,3,7,0,2,9,6,2,2,2
45,766.963500,0.050000,-88.250000,20.990000,2.500000,0.810000,Jas O'Carroll,Home Office,Technology,Ontario,High,Express Air,Wrap Bag,30,2,6,3,9,7,5,9,9,9
11,76.360000,0.070000,-58.400000,6.480000,8.740000,0.360000,Robert Marley,Corporate,Office Supplies,Ontario,High,Regular Air,Small Box,2,1,1,5,29,1,0,31,29,31
46,3725.530000,0.000000,748.670000,76.720000,19.950000,0.540000,John Lucas,Corporate,Office Supplies,Ontario,Not Specified,Regular Air,Large Box,62,3,7,5,3,9,4,3,3,3
8,103.750000,0.010000,25.130000,12.970000,1.490000,0.350000,Herbert Flentye,Small Business,Office Supplies,Ontario,Low,Regular Air,Small Box,35,1,2,5,27,4,5,3,27,3
25,158.830000,0.000000,-56.970000,5.770000,5.920000,0.550000,Mick Hernandez,Home Office,Furniture,Ontario,High,Regular Air,Medium Box,-28,4,11,1,10,10,1,13,10,13
28,193.160000,0.030000,-71.730000,6.480000,6.600000,0.370000,Sally Hughsby,Consumer,Office Supplies,Ontario,Critical,Regular Air,Small Box,2,2,6,4,25,6,6,27,25,27
7,308.520000,0.100000,-59.850000,41.470000,34.200000,0.730000,Guy Phonely,Corporate,Furniture,Ontario,Medium,Regular Air,Wrap Bag,2,1,1,0,17,1,2,19,17,19
37,221.660000,0.080000,-95.170000,5.980000,3.850000,0.680000,Janet Molinari,Corporate,Technology,Ontario,Critical,Regular Air,Small Pack,-86,1,3,4,30,1,2,4,30,4
33,6170.020000,0.030000,-433.290000,179.290000,29.210000,0.740000,Jay Kimmel,Small Business,Furniture,Ontario,Critical,Delivery Truck,Jumbo Box,61,3,9,6,2,11,4,2,2,2
42,12270.300000,0.070000,4842.370000,304.990000,19.990000,0.400000,Matt Connell,Corporate,Office Supplies,Ontario,Critical,Regular Air,Small Box,1,3,7,5,21,7,6,22,21,22
1,148.344000,0.060000,25.210000,150.980000,39.250000,0.750000,Tracy Poddar,Corporate,Furniture,Ontario,Not Specified,Delivery Truck,Jumbo Box,-205,3,7,1,31,1,6,8,31,8
1,40.290000,0.000000,-82.130000,30.420000,8.650000,0.740000,Tracy Poddar,Corporate,Technology,Ontario,Medium,Regular Air,Small Box,61,3,9,6,9,11,4,9,9,9
36,3436.900000,0.030000,-398.110000,92.230000,39.610000,0.670000,Jay Kimmel,Small Business,Furniture,Ontario,Critical,Express Air,Medium Box,-176,4,11,5,5,5,4,13,5,13
8,1187.010000,0.000000,-203.270000,137.480000,32.180000,0.780000,Steve Nguyen,Small Business,Furniture,Ontario,Medium,Delivery Truck,Jumbo Box,31,3,7,1,7,8,4,7,7,7
31,2360.430000,0.100000,66.220000,80.970000,33.600000,0.370000,Vivek Grady,Home Office,Technology,Ontario,Low,Delivery Truck,Jumbo Drum,5,2,5,6,24,5,4,29,24,29
46,187.920000,0.080000,-2149.800000,3.250000,49.000000,0.560000,Ben Ferrer,Corporate,Office Supplies,Ontario,Not Specified,Regular Air,Large Box,2,2,4,3,22,4,5,24,22,24
36,1211.000000,0.000000,-27.990000,30.980000,6.500000,0.790000,Xylona Price,Corporate,Technology,Ontario,High,Regular Air,Small Box,31,3,7,5,3,8,1,3,3,3
35,4890.580000,0.050000,310.510000,140.850000,19.990000,0.730000,Jim Kriz,Consumer,Office Supplies,Ontario,Medium,Regular Air,Small Box,31,3,7,6,11,8,2,11,11,11
29,150.280000,0.040000,-50.860000,4.980000,4.700000,0.380000,Karen Daniels,Consumer,Office Supplies,Ontario,Critical,Regular Air,Small Box,2,1,1,4,29,1,6,31,29,31
24,436.483500,0.010000,0.850000,20.990000,4.810000,0.580000,Pamela Coakley,Corporate,Technology,Ontario,High,Regular Air,Medium Box,61,3,8,6,1,10,4,1,1,1
49,682.770000,0.050000,165.200000,14.480000,1.990000,0.490000,Steve Nguyen,Consumer,Technology,Ontario,High,Regular Air,Small Pack,-232,3,9,4,30,2,3,10,30,10
32,2421.440000,0.090000,-949.090000,78.800000,35.000000,0.830000,Katherine Nockton,Home Office,Office Supplies,Ontario,Low,Regular Air,Large Box,4,4,10,5,17,10,2,21,17,21
4,14.750000,0.030000,-2.490000,3.290000,1.350000,0.400000,Denny Blanton,Home Office,Office Supplies,Ontario,Critical,Regular Air,Wrap Bag,2,3,8,1,16,8,3,18,16,18
31,111.480000,0.090000,29.570000,3.850000,0.700000,0.440000,Steve Nguyen,Consumer,Office Supplies,Ontario,High,Regular Air,Wrap Bag,0,2,5,5,1,5,5,1,1,1
24,391.230000,0.070000,-27.980000,16.910000,6.250000,0.580000,Robert Marley,Corporate,Office Supplies,Ontario,Low,Regular Air,Small Box,-82,2,4,2,28,2,4,5,28,5
33,207.010000,0.010000,-36.900000,5.780000,4.960000,0.360000,Katherine Nockton,Corporate,Office Supplies,Ontario,High,Regular Air,Small Box,30,3,9,5,11,10,0,11,11,11
16,838.810000,0.090000,290.770000,55.480000,6.790000,0.370000,Jas O'Carroll,Corporate,Office Supplies,Ontario,Critical,Regular Air,Small Box,1,1,3,6,21,3,0,22,21,22
12,94.390000,0.040000,-29.490000,7.100000,6.050000,0.390000,Chris Selesnick,Home Office,Office Supplies,Ontario,Medium,Regular Air,Small Box,0,4,11,0,5,11,0,5,5,5
39,936.802000,0.070000,-12.080000,28.990000,8.590000,0.560000,Sally Hughsby,Consumer,Technology,Ontario,High,Regular Air,Medium Box,0,1,3,3,19,3,3,19,19,19
1,379.800000,0.020000,-183.090000,320.980000,58.950000,0.570000,Sally Hughsby,Consumer,Furniture,Ontario,Not Specified,Delivery Truck,Jumbo Drum,2,2,6,4,15,6,6,17,15,17
18,3568.450000,0.090000,1081.620000,207.480000,0.990000,0.550000,Stuart Calhoun,Consumer,Office Supplies,Ontario,Critical,Regular Air,Small Box,2,1,1,0,19,1,2,21,19,21
45,2604.315000,0.000000,750.870000,65.990000,5.260000,0.560000,Kean Nguyen,Small Business,Technology,Ontario,Medium,Regular Air,Small Box,1,3,7,5,21,7,6,22,21,22
37,2911.640000,0.020000,225.280000,73.980000,14.520000,0.650000,Matt Connell,Corporate,Technology,Ontario,Low,Regular Air,Small Box,2,3,9,5,25,9,0,27,25,27
14,36.520000,0.070000,10.050000,2.610000,0.500000,0.390000,Sean O'Donnell,Corporate,Office Supplies,Ontario,Medium,Regular Air,Small Box,2,3,8,1,25,8,3,27,25,27
10,1077.280000,0.000000,-486.120000,100.980000,57.380000,0.780000,Vivek Grady,Home Office,Furniture,Ontario,Low,Delivery Truck,Jumbo Box,61,4,10,6,7,12,4,7,7,7
29,1111.230000,0.100000,21.600000,40.990000,19.990000,0.360000,Guy Phonely,Corporate,Office Supplies,Ontario,Medium,Regular Air,Small Box,61,4,10,5,9,12,3,9,9,9
3,64.500000,0.050000,-55.110000,20.890000,1.990000,0.480000,Denny Blanton,Home Office,Technology,Ontario,Low,Regular Air,Small Pack,2,3,7,1,27,7,3,29,27,29
1,172.340000,0.000000,-73.220000,140.810000,24.490000,0.570000,Chris Selesnick,Home Office,Furniture,Ontario,Critical,Regular Air,Large Box,-262,4,11,2,2,2,6,13,2,13
12,816.230000,0.050000,-353.710000,64.650000,35.000000,0.800000,Laura Armstrong,Small Business,Office Supplies,Ontario,High,Regular Air,Large Box,2,2,4,3,15,4,5,17,15,17
33,340.970000,0.070000,-22.820000,10.980000,3.990000,0.580000,Jas O'Carroll,Corporate,Office Supplies,Ontario,Critical,Regular Air,Small Box,-115,2,4,5,30,1,2,5,30,5
14,28.820000,0.080000,-8.360000,2.080000,1.490000,0.380000,Steve Nguyen,Small Business,Office Supplies,Ontario,Critical,Regular Air,Small Box,61,1,3,0,5,5,5,5,5,5
31,4713.250000,0.100000,-372.490000,154.130000,69.000000,0.680000,Bill Overfelt,Corporate,Furniture,Ontario,Critical,Regular Air,Large Box,28,1,2,0,2,3,0,2,2,2
3,92.310000,0.000000,-28.950000,28.150000,6.170000,0.550000,Katherine Nockton,Corporate,Office Supplies,Ontario,High,Regular Air,Small Pack,1,4,12,3,22,12,4,23,22,23
35,1271.120000,0.050000,-62.820000,34.980000,7.530000,0.760000,Sandra Flanagan,Home Office,Technology,Ontario,Not Specified,Express Air,Small Box,-175,3,8,0,31,3,0,9,31,9
6,53.720000,0.100000,2.820000,8.950000,2.010000,0.390000,Bill Overfelt,Corporate,Office Supplies,Ontario,Critical,Regular Air,Wrap Bag,2,2,5,4,25,5,6,27,25,27
34,306.300000,0.070000,18.730000,9.270000,4.390000,0.380000,Alejandro Grove,Corporate,Office Supplies,Ontario,High,Regular Air,Wrap Bag,31,2,5,1,3,6,4,3,3,3
9,495.100000,0.040000,110.360000,54.960000,10.750000,0.360000,Arthur Prichep,Home Office,Office Supplies,Ontario,Low,Regular Air,Small Box,-227,4,12,5,4,4,2,21,4,21
4,559.750000,0.070000,-331.080000,122.990000,70.200000,0.740000,Vivek Grady,Corporate,Furniture,Ontario,Medium,Delivery Truck,Jumbo Drum,2,3,7,3,28,7,5,30,28,30
8,1611.730000,0.100000,-314.610000,208.160000,68.020000,0.580000,Lindsay Shagiari,Home Office,Office Supplies,Ontario,Not Specified,Delivery Truck,Jumbo Drum,1,4,10,6,28,10,0,29,28,29
5,474.793000,0.090000,-407.260000,115.990000,2.500000,0.580000,Arthur Prichep,Home Office,Technology,Ontario,High,Express Air,Small Box,1,4,10,0,15,10,1,16,15,16
28,120.980000,0.000000,-92.850000,4.130000,5.340000,0.380000,Xylona Price,Corporate,Office Supplies,Ontario,Low,Regular Air,Small Box,122,2,6,1,12,10,4,12,12,12
46,4744.640000,0.040000,1033.380000,99.990000,19.990000,0.520000,Vivek Grady,Home Office,Technology,Ontario,Low,Regular Air,Small Box,122,2,6,1,5,10,4,5,5,5
14,4998.030000,0.090000,1092.940000,363.250000,19.990000,0.570000,Sally Hughsby,Consumer,Office Supplies,Ontario,High,Regular Air,Small Box,31,2,5,2,6,6,5,6,6,6
14,323.110000,0.000000,41.520000,20.980000,8.830000,0.370000,Steve Nguyen,Small Business,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,0,4,10,2,6,10,2,6,6,6
17,90.930000,0.020000,14.190000,5.180000,2.040000,0.360000,John Lucas,Small Business,Office Supplies,Ontario,Critical,Regular Air,Wrap Bag,-173,2,6,1,29,1,3,7,29,7
8,319.620000,0.080000,-16.640000,40.980000,7.200000,0.600000,Stuart Calhoun,Consumer,Office Supplies,Ontario,High,Express Air,Small Box,1,2,5,6,24,5,0,25,24,25
45,101.570000,0.010000,-5.990000,2.080000,1.490000,0.380000,Kean Nguyen,Small Business,Office Supplies,Ontario,High,Regular Air,Small Box,1,2,4,3,29,4,4,30,29,30
2,107.670000,0.100000,-234.660000,50.980000,6.500000,0.730000,Katherine Nockton,Home Office,Technology,Ontario,Low,Express Air,Small Box,61,2,6,2,6,8,0,6,6,6
30,2368.168000,0.000000,1181.300000,85.990000,1.250000,0.390000,Ben Ferrer,Corporate,Technology,Ontario,Medium,Regular Air,Small Pack,-115,2,4,6,29,1,3,5,29,5
7,33.990000,0.090000,-25.860000,4.770000,2.390000,0.720000,Janet Molinari,Corporate,Technology,Ontario,Not Specified,Regular Air,Small Pack,31,3,7,1,5,8,4,5,5,5
5,78.790000,0.030000,-21.290000,14.420000,6.750000,0.520000,Sally Hughsby,Consumer,Office Supplies,Ontario,Critical,Regular Air,Medium Box,-292,4,10,5,30,1,0,11,30,11
29,195.210000,0.070000,16.400000,7.080000,2.350000,0.470000,Matt Connell,Corporate,Office Supplies,Ontario,Critical,Regular Air,Wrap Bag,2,4,10,0,15,10,2,17,15,17
47,4725.090500,0.010000,1578.700000,115.990000,2.500000,0.570000,Jim Kriz,Consumer,Technology,Ontario,Critical,Regular Air,Small Box,0,2,4,1,24,4,1,24,24,24
4,7406.490000,0.030000,701.220000,1889.990000,19.990000,0.360000,Arthur Prichep,Home Office,Office Supplies,Ontario,Medium,Regular Air,Small Box,-204,3,7,0,30,1,6,8,30,8
41,18081.760000,0.030000,8822.280000,420.980000,19.990000,0.350000,Harold Ryan,Home Office,Office Supplies,Ontario,High,Regular Air,Small Box,1,1,3,5,21,3,6,22,21,22
49,21337.270000,0.020000,7606.000000,419.190000,19.990000,0.580000,Cathy Prescott,Corporate,Office Supplies,Ontario,Medium,Regular Air,Small Box,1,4,10,2,21,10,3,22,21,22
2,15.810000,0.060000,-9.880000,4.980000,6.070000,0.360000,Jim Kriz,Consumer,Office Supplies,Ontario,Critical,Regular Air,Small Box,61,2,6,3,3,8,1,3,3,3
41,802.160000,0.100000,-293.450000,19.940000,14.870000,0.570000,Liz Willingham,Corporate,Furniture,Ontario,Critical,Regular Air,Large Box,61,2,5,1,8,7,6,8,8,8
50,3333.100000,0.100000,-85.030000,73.980000,4.000000,0.790000,Stephanie Ulpright,Consumer,Technology,Ontario,Not Specified,Regular Air,Small Box,-264,3,9,6,30,1,1,10,30,10
18,56.130000,0.020000,-58.470000,2.880000,5.330000,0.360000,Robert Marley,Corporate,Office Supplies,Ontario,Low,Regular Air,Small Box,-171,3,8,3,2,2,0,13,2,13
12,94.830000,0.020000,29.870000,7.640000,1.390000,0.360000,Lindsay Shagiari,Home Office,Office Supplies,Ontario,High,Regular Air,Small Box,2,3,9,4,24,9,6,26,24,26
